"Time [s]"	"Coolant Temperature"	"Intake Manifold Pressure"	"Engine RPM"	"Vehicle Speed"	"Timing Advance (Cyl. #1)"	"Intake Air Temperature"	"Fuel Level Input"	"Distance since ECU reset"	"CAT Temperature B1S1"	"Commanded Equivalence Ratio"	"Comm. Throttle Actuator Cntrl"	"Ethanol fuel %"	
    2021-05-30 17:08:56.977	86.0	95.0	2803.25	68.0	15.5	39.0	54.117645263671875	4042.0	557.9000244140625	99.945068359375	100.0	42.35293960571289	
    2021-05-30 17:08:58.060	87.0	95.0	2897.75	69.0	16.5	39.0	55.686275482177734	4042.0	568.2999877929688	101.1810302734375	90.98039245605469	42.35293960571289	
    2021-05-30 17:08:59.218	87.0	87.0	2968.25	71.0	17.0	39.0	55.29411697387695	4042.0	580.4000244140625	105.3253173828125	67.05882263183594	42.35293960571289	
    2021-05-30 17:09:00.420	88.0	72.0	3047.5	73.0	17.0	39.0	49.411766052246094	4042.0	591.2000122070312	104.4677734375	65.09803771972656	42.35293960571289	
    2021-05-30 17:09:01.527	88.0	31.0	3137.0	75.0	9.5	38.0	54.509803771972656	4042.0	598.7999877929688	108.3648681640625	14.117647171020508	42.35293960571289	
    2021-05-30 17:09:02.626	89.0	26.0	3073.5	74.0	13.5	38.0	55.29411697387695	4042.0	600.4000244140625	100.2044677734375	11.372549057006836	42.35293960571289	
    2021-05-30 17:09:03.810	89.0	26.0	3042.0	73.0	20.5	39.0	54.509803771972656	4042.0	600.5999755859375	103.4942626953125	11.764705657958984	42.35293960571289	
    2021-05-30 17:09:04.946	90.0	36.0	2975.5	72.0	18.5	40.0	55.686275482177734	4042.0	600.0999755859375	105.4595947265625	13.72549057006836	42.35293960571289	
    2021-05-30 17:09:06.090	90.0	86.0	2966.0	71.0	38.5	40.0	55.686275482177734	4042.0	598.7000122070312	108.38623046875	47.843135833740234	42.35293960571289	
    2021-05-30 17:09:07.195	91.0	93.0	3006.5	72.0	16.5	41.0	54.509803771972656	4042.0	596.0999755859375	101.666259765625	63.92156982421875	42.35293960571289	
    2021-05-30 17:09:08.414	91.0	93.0	3096.5	75.0	17.0	40.0	54.509803771972656	4042.0	601.5999755859375	104.2694091796875	67.8431396484375	42.35293960571289	
    2021-05-30 17:09:09.478	91.0	88.0	3219.75	77.0	16.5	39.0	54.509803771972656	4042.0	612.2000122070312	101.3092041015625	69.01960754394531	42.35293960571289	
    2021-05-30 17:09:10.615	92.0	82.0	3322.25	80.0	17.5	38.0	54.117645263671875	4043.0	624.2999877929688	106.0028076171875	69.4117660522461	42.35293960571289	
    2021-05-30 17:09:11.707	92.0	86.0	3345.25	82.0	-1.0	38.0	54.509803771972656	4043.0	627.2999877929688	89.9993896484375	100.0	42.35293960571289	
    2021-05-30 17:09:12.837	93.0	87.0	2751.25	83.0	17.0	37.0	51.3725471496582	4043.0	623.2999877929688	85.284423828125	100.0	42.35293960571289	
    2021-05-30 17:09:13.977	93.0	95.0	2802.25	84.0	15.5	37.0	67.45098114013672	4043.0	617.7000122070312	85.284423828125	100.0	42.35293960571289	
    2021-05-30 17:09:15.087	93.0	95.0	2858.25	86.0	16.0	37.0	58.431373596191406	4043.0	611.7000122070312	85.284423828125	100.0	42.35293960571289	
    2021-05-30 17:09:16.227	93.0	95.0	2904.75	87.0	16.0	37.0	55.29411697387695	4043.0	605.5999755859375	85.284423828125	100.0	42.35293960571289	
    2021-05-30 17:09:17.338	93.0	95.0	2959.75	89.0	16.0	37.0	55.686275482177734	4043.0	600.7000122070312	85.284423828125	100.0	42.35293960571289	
    2021-05-30 17:09:18.483	92.0	87.0	3001.5	90.0	16.0	36.0	49.01960754394531	4043.0	596.7000122070312	85.284423828125	100.0	42.35293960571289	
    2021-05-30 17:09:19.560	92.0	88.0	3045.0	92.0	16.0	36.0	51.764705657958984	4043.0	593.5999755859375	85.284423828125	100.0	42.35293960571289	
    2021-05-30 17:09:20.644	91.0	94.0	3087.75	93.0	16.5	36.0	51.3725471496582	4043.0	591.5	85.284423828125	100.0	42.35293960571289	
    2021-05-30 17:09:21.754	90.0	94.0	3139.0	95.0	16.5	36.0	49.411766052246094	4043.0	590.2999877929688	95.7794189453125	100.0	42.35293960571289	
    2021-05-30 17:09:22.826	90.0	94.0	3186.5	96.0	16.0	35.0	51.3725471496582	4043.0	597.0	107.1502685546875	100.0	42.35293960571289	
    2021-05-30 17:09:23.915	90.0	94.0	3230.5	97.0	17.0	35.0	52.156864166259766	4043.0	607.7000122070312	104.620361328125	100.0	42.35293960571289	
    2021-05-30 17:09:25.075	90.0	88.0	3284.5	99.0	17.5	35.0	38.82352828979492	4043.0	619.0999755859375	105.029296875	76.86274719238281	42.35293960571289	
    2021-05-30 17:09:26.158	91.0	93.0	3331.5	100.0	17.5	35.0	55.29411697387695	4043.0	630.0999755859375	106.3262939453125	69.4117660522461	42.35293960571289	
    2021-05-30 17:09:27.269	91.0	93.0	3363.5	102.0	17.5	34.0	54.117645263671875	4043.0	640.5	105.9173583984375	69.80392456054688	42.35293960571289	
    2021-05-30 17:09:28.444	92.0	92.0	3418.75	103.0	17.5	34.0	49.411766052246094	4043.0	650.0	103.790283203125	69.80392456054688	42.35293960571289	
    2021-05-30 17:09:29.559	92.0	89.0	3457.25	104.0	18.0	34.0	51.764705657958984	4043.0	659.5	103.662109375	70.5882339477539	42.35293960571289	
    2021-05-30 17:09:30.625	92.0	92.0	3490.5	105.0	18.0	34.0	36.86274337768555	4043.0	667.4000244140625	101.8707275390625	70.5882339477539	42.35293960571289	
    2021-05-30 17:09:31.709	92.0	90.0	3529.5	106.0	18.0	34.0	54.509803771972656	4043.0	674.5	100.78125	70.5882339477539	42.35293960571289	
    2021-05-30 17:09:32.787	92.0	91.0	3560.5	107.0	18.5	34.0	51.3725471496582	4043.0	680.9000244140625	104.1778564453125	70.5882339477539	42.35293960571289	
    2021-05-30 17:09:33.895	91.0	91.0	3589.0	108.0	18.5	33.0	52.156864166259766	4043.0	686.2999877929688	99.237060546875	70.19607543945312	42.35293960571289	
    2021-05-30 17:09:35.009	91.0	90.0	3607.75	109.0	19.0	33.0	54.509803771972656	4043.0	691.7999877929688	98.431396484375	70.19607543945312	42.35293960571289	
