"Time [s]"	"Coolant Temperature"	"Intake Manifold Pressure"	"Engine RPM"	"Vehicle Speed"	"Intake Air Temperature"	"Fuel Level Input"	"Distance since ECU reset"	"CAT Temperature B1S1"	"Absolute Engine Load"	"Commanded Equivalence Ratio"	"Comm. Throttle Actuator Cntrl"	"Ethanol fuel %"	
    2021-05-29 15:10:20.658	72.0	37.0	1204.75	0.0	38.0	100.0	3651.0	312.29998779296875	21.176469802856445	94.54345703125	8.235294342041016	52.54901885986328	
    2021-05-29 15:10:21.733	72.0	37.0	1198.0	0.0	38.0	90.19607543945312	3651.0	313.1000061035156	20.784313201904297	97.808837890625	8.235294342041016	52.54901885986328	
    2021-05-29 15:10:22.816	72.0	35.0	1193.75	0.0	38.0	79.21568298339844	3651.0	313.79998779296875	20.39215660095215	95.526123046875	7.450980186462402	52.54901885986328	
    2021-05-29 15:10:24.108	72.0	35.0	1142.25	0.0	38.0	84.70587921142578	3651.0	314.70001220703125	19.215686798095703	98.345947265625	7.450980186462402	52.54901885986328	
    2021-05-29 15:10:25.339	73.0	37.0	1064.0	0.0	38.0	82.35294342041016	3651.0	315.5	20.0	96.014404296875	7.450980186462402	52.54901885986328	
    2021-05-29 15:10:27.007	73.0	37.0	1057.25	0.0	38.0	79.21568298339844	3651.0	316.29998779296875	20.39215660095215	96.197509765625	7.450980186462402	52.54901885986328	
    2021-05-29 15:10:28.132	73.0	38.0	1058.75	0.0	38.0	80.0	3651.0	317.1000061035156	20.39215660095215	97.119140625	7.450980186462402	52.54901885986328	
    2021-05-29 15:10:29.240	73.0	37.0	1069.25	0.0	38.0	82.7450942993164	3651.0	317.70001220703125	20.39215660095215	98.4405517578125	7.450980186462402	52.54901885986328	
    2021-05-29 15:10:30.349	73.0	38.0	1060.75	0.0	38.0	80.0	3651.0	318.29998779296875	20.39215660095215	96.588134765625	7.450980186462402	52.54901885986328	
    2021-05-29 15:10:31.541	73.0	38.0	1065.75	0.0	38.0	84.70587921142578	3651.0	319.0	20.39215660095215	98.138427734375	7.450980186462402	52.54901885986328	
    2021-05-29 15:10:32.622	74.0	38.0	1065.5	0.0	38.0	80.0	3651.0	319.70001220703125	20.39215660095215	95.6329345703125	7.450980186462402	52.54901885986328	
    2021-05-29 15:10:33.730	74.0	37.0	1069.75	0.0	38.0	87.45098114013672	3651.0	320.20001220703125	20.784313201904297	96.588134765625	7.450980186462402	52.54901885986328	
    2021-05-29 15:10:34.912	74.0	38.0	1070.75	0.0	38.0	85.09803771972656	3651.0	320.8999938964844	20.784313201904297	97.9827880859375	7.450980186462402	52.54901885986328	
    2021-05-29 15:10:36.476	74.0	36.0	1064.0	0.0	38.0	84.70587921142578	3651.0	321.70001220703125	20.784313201904297	96.4385986328125	7.450980186462402	52.54901885986328	
    2021-05-29 15:10:38.017	74.0	37.0	1077.5	0.0	38.0	80.0	3651.0	322.6000061035156	20.39215660095215	96.588134765625	7.450980186462402	52.54901885986328	
    2021-05-29 15:10:39.945	75.0	37.0	1070.5	0.0	38.0	82.35294342041016	3651.0	323.6000061035156	20.784313201904297	96.7803955078125	7.450980186462402	52.54901885986328	
    2021-05-29 15:10:41.294	75.0	38.0	1071.0	0.0	38.0	84.70587921142578	3651.0	324.5	20.39215660095215	98.2513427734375	7.450980186462402	52.54901885986328	
    2021-05-29 15:10:42.539	75.0	37.0	1070.25	0.0	38.0	84.70587921142578	3651.0	325.29998779296875	20.784313201904297	98.0194091796875	7.450980186462402	52.54901885986328	
    2021-05-29 15:10:43.759	75.0	37.0	1064.25	0.0	38.0	82.7450942993164	3651.0	326.0	20.784313201904297	95.7061767578125	7.450980186462402	52.54901885986328	
    2021-05-29 15:10:44.922	75.0	37.0	1076.5	0.0	38.0	82.35294342041016	3651.0	326.70001220703125	20.784313201904297	96.81396484375	7.450980186462402	52.54901885986328	
    2021-05-29 15:10:46.338	75.0	37.0	1067.75	0.0	38.0	85.09803771972656	3651.0	327.3999938964844	20.784313201904297	97.979736328125	7.450980186462402	52.54901885986328	
    2021-05-29 15:10:47.880	76.0	38.0	1068.0	0.0	38.0	84.70587921142578	3651.0	328.20001220703125	20.784313201904297	95.39794921875	7.450980186462402	52.54901885986328	
    2021-05-29 15:10:49.816	76.0	37.0	1061.75	0.0	38.0	82.7450942993164	3651.0	329.20001220703125	20.784313201904297	95.59326171875	7.450980186462402	52.54901885986328	
    2021-05-29 15:10:51.503	76.0	38.0	1059.5	0.0	38.0	84.70587921142578	3651.0	330.3999938964844	20.784313201904297	95.672607421875	7.450980186462402	52.54901885986328	
    2021-05-29 15:10:52.644	76.0	37.0	1055.75	0.0	38.0	82.7450942993164	3651.0	331.20001220703125	20.784313201904297	97.0062255859375	7.450980186462402	52.54901885986328	
    2021-05-29 15:10:54.178	76.0	38.0	1039.5	0.0	38.0	85.09803771972656	3651.0	332.0	21.176469802856445	98.8616943359375	7.450980186462402	52.54901885986328	
    2021-05-29 15:10:55.542	76.0	38.0	1015.25	0.0	38.0	82.35294342041016	3651.0	332.79998779296875	21.176469802856445	96.783447265625	7.450980186462402	52.54901885986328	
    2021-05-29 15:10:56.843	77.0	40.0	1001.25	0.0	38.0	84.70587921142578	3651.0	333.5	21.176469802856445	100.0518798828125	7.450980186462402	52.54901885986328	
    2021-05-29 15:10:58.563	77.0	40.0	986.75	0.0	38.0	84.70587921142578	3651.0	334.29998779296875	21.568628311157227	99.9298095703125	7.058823585510254	52.54901885986328	
    2021-05-29 15:10:59.985	77.0	40.0	970.75	0.0	38.0	85.09803771972656	3651.0	335.20001220703125	21.568628311157227	97.4456787109375	7.058823585510254	52.54901885986328	
    2021-05-29 15:11:01.166	77.0	39.0	961.5	0.0	38.0	85.09803771972656	3651.0	335.79998779296875	21.960784912109375	98.5565185546875	7.058823585510254	52.54901885986328	
    2021-05-29 15:11:02.315	77.0	41.0	944.5	0.0	38.0	84.70587921142578	3651.0	336.3999938964844	21.960784912109375	97.2015380859375	7.058823585510254	52.54901885986328	
    2021-05-29 15:11:03.496	77.0	47.0	938.75	0.0	38.0	85.09803771972656	3651.0	336.8999938964844	22.352941513061523	99.8504638671875	10.588234901428223	52.54901885986328	
    2021-05-29 15:11:04.635	77.0	39.0	1184.0	0.0	38.0	84.70587921142578	3651.0	337.70001220703125	22.745098114013672	99.9786376953125	8.627450942993164	52.54901885986328	
    2021-05-29 15:11:05.958	77.0	40.0	1178.0	0.0	38.0	82.35294342041016	3651.0	338.6000061035156	21.960784912109375	96.52099609375	8.627450942993164	52.54901885986328	
    2021-05-29 15:11:07.151	78.0	40.0	1179.25	2.0	38.0	82.7450942993164	3651.0	339.5	22.352941513061523	94.9554443359375	9.019607543945312	52.54901885986328	
    2021-05-29 15:11:08.261	78.0	40.0	1194.25	2.0	38.0	82.35294342041016	3651.0	340.3999938964844	22.352941513061523	97.332763671875	9.019607543945312	52.54901885986328	
    2021-05-29 15:11:09.473	78.0	39.0	1208.0	2.0	38.0	90.19607543945312	3651.0	341.20001220703125	22.745098114013672	94.54345703125	9.019607543945312	52.54901885986328	
    2021-05-29 15:11:10.755	78.0	41.0	1200.5	2.0	38.0	89.01960754394531	3651.0	342.29998779296875	22.352941513061523	96.0113525390625	8.627450942993164	52.54901885986328	
    2021-05-29 15:11:12.049	78.0	41.0	1204.25	2.0	38.0	79.21568298339844	3651.0	343.5	22.352941513061523	97.8424072265625	8.627450942993164	52.54901885986328	
    2021-05-29 15:11:13.161	78.0	39.0	1202.75	2.0	38.0	82.7450942993164	3651.0	344.5	22.352941513061523	97.4609375	8.627450942993164	52.54901885986328	
    2021-05-29 15:11:14.301	79.0	38.0	1204.25	1.0	38.0	80.0	3651.0	345.5	22.352941513061523	98.71826171875	8.235294342041016	52.54901885986328	
    2021-05-29 15:11:15.373	79.0	40.0	1202.75	1.0	38.0	93.7254867553711	3651.0	346.6000061035156	22.352941513061523	100.23193359375	8.235294342041016	52.54901885986328	
    2021-05-29 15:11:16.577	79.0	38.0	1193.5	1.0	38.0	82.35294342041016	3651.0	347.5	20.39215660095215	99.5849609375	6.666666507720947	52.54901885986328	
    2021-05-29 15:11:17.741	79.0	39.0	1035.25	1.0	38.0	79.21568298339844	3651.0	348.3999938964844	20.784313201904297	100.84228515625	6.666666507720947	52.54901885986328	
    2021-05-29 15:11:18.819	79.0	40.0	941.75	1.0	38.0	80.0	3651.0	349.1000061035156	21.176469802856445	100.2166748046875	7.058823585510254	52.54901885986328	
    2021-05-29 15:11:20.139	79.0	41.0	914.5	1.0	38.0	79.21568298339844	3651.0	349.79998779296875	22.745098114013672	99.078369140625	7.058823585510254	52.54901885986328	
    2021-05-29 15:11:21.416	79.0	41.0	917.5	2.0	38.0	84.70587921142578	3651.0	350.5	22.745098114013672	99.2279052734375	7.450980186462402	52.54901885986328	
    2021-05-29 15:11:22.807	80.0	41.0	919.0	4.0	38.0	80.0	3651.0	351.1000061035156	23.13725471496582	98.0438232421875	7.450980186462402	52.54901885986328	
    2021-05-29 15:11:24.054	80.0	43.0	919.25	3.0	38.0	80.0	3651.0	351.79998779296875	27.843137741088867	97.16796875	9.803921699523926	52.54901885986328	
    2021-05-29 15:11:25.180	80.0	41.0	1194.75	1.0	38.0	80.39215850830078	3651.0	352.70001220703125	23.13725471496582	97.802734375	9.019607543945312	52.54901885986328	
    2021-05-29 15:11:26.328	80.0	56.0	1198.75	0.0	38.0	80.0	3651.0	354.0	44.70588302612305	99.365234375	21.176469802856445	52.54901885986328	
    2021-05-29 15:11:27.555	80.0	24.0	2812.75	1.0	38.0	80.0	3651.0	356.8999938964844	19.215686798095703	100.0	8.627450942993164	52.54901885986328	
    2021-05-29 15:11:28.602	80.0	53.0	1651.5	0.0	38.0	73.33333587646484	3651.0	358.8999938964844	27.45098114013672	98.3642578125	11.764705657958984	52.54901885986328	
    2021-05-29 15:11:29.800	81.0	54.0	1409.5	1.0	38.0	84.70587921142578	3651.0	361.0	29.80392074584961	99.4293212890625	12.549019813537598	52.54901885986328	
    2021-05-29 15:11:30.942	81.0	30.0	1566.25	3.0	38.0	80.0	3651.0	363.3999938964844	23.921567916870117	95.8709716796875	7.058823585510254	52.54901885986328	
    2021-05-29 15:11:32.021	81.0	32.0	1342.5	2.0	38.0	84.70587921142578	3651.0	364.8999938964844	17.254901885986328	94.500732421875	6.274509906768799	52.54901885986328	
    2021-05-29 15:11:33.218	81.0	50.0	1174.75	0.0	38.0	80.0	3651.0	366.0	35.29411697387695	98.1842041015625	9.411765098571777	52.54901885986328	
    2021-05-29 15:11:34.455	81.0	63.0	1676.75	0.0	38.0	100.0	3651.0	368.3999938964844	32.54901885986328	98.748779296875	14.117647171020508	52.54901885986328	
    2021-05-29 15:11:35.532	82.0	73.0	1593.5	5.0	38.0	87.8431396484375	3651.0	371.29998779296875	39.2156867980957	101.055908203125	18.039215087890625	52.54901885986328	
    2021-05-29 15:11:36.579	82.0	57.0	1808.75	11.0	38.0	80.0	3651.0	374.1000061035156	38.431373596191406	101.7578125	19.215686798095703	52.54901885986328	
    2021-05-29 15:11:37.660	82.0	27.0	2495.75	15.0	38.0	80.0	3651.0	378.0	20.0	103.1585693359375	11.372549057006836	52.54901885986328	
    2021-05-29 15:11:38.741	82.0	27.0	2678.0	17.0	37.0	79.21568298339844	3651.0	380.70001220703125	16.078432083129883	104.998779296875	10.980392456054688	52.54901885986328	
    2021-05-29 15:11:39.844	82.0	29.0	2210.5	14.0	37.0	85.09803771972656	3651.0	381.79998779296875	15.686274528503418	100.0	9.803921699523926	52.54901885986328	
    2021-05-29 15:11:40.998	82.0	31.0	1706.0	9.0	37.0	87.8431396484375	3651.0	383.3999938964844	15.686274528503418	100.2532958984375	7.058823585510254	52.54901885986328	
    2021-05-29 15:11:42.069	83.0	60.0	1262.75	5.0	38.0	79.21568298339844	3651.0	384.70001220703125	23.13725471496582	101.4892578125	12.15686321258545	52.54901885986328	
    2021-05-29 15:11:43.182	83.0	71.0	1936.75	6.0	38.0	79.21568298339844	3651.0	387.29998779296875	32.156864166259766	97.796630859375	17.647058486938477	52.54901885986328	
    2021-05-29 15:11:44.464	83.0	84.0	1290.0	10.0	38.0	73.33333587646484	3651.0	390.29998779296875	46.66666793823242	98.5382080078125	24.3137264251709	52.54901885986328	
    2021-05-29 15:11:45.773	83.0	89.0	1259.5	14.0	38.0	93.7254867553711	3651.0	394.3999938964844	66.2745132446289	99.755859375	36.47058868408203	52.54901885986328	
    2021-05-29 15:11:46.917	83.0	48.0	1850.25	20.0	38.0	87.45098114013672	3651.0	403.3999938964844	48.235294342041016	97.0794677734375	16.078432083129883	52.54901885986328	
    2021-05-29 15:11:48.104	84.0	28.0	2137.0	24.0	37.0	85.09803771972656	3651.0	408.79998779296875	23.52941131591797	99.27978515625	9.411765098571777	52.54901885986328	
    2021-05-29 15:11:49.417	84.0	90.0	1765.25	23.0	37.0	80.0	3651.0	410.70001220703125	42.35293960571289	89.9993896484375	34.509803771972656	52.54901885986328	
    2021-05-29 15:11:50.887	84.0	90.0	1504.75	26.0	37.0	90.19607543945312	3651.0	414.70001220703125	64.31372833251953	102.178955078125	35.29411697387695	52.54901885986328	
    2021-05-29 15:11:52.337	84.0	61.0	1744.5	30.0	37.0	82.35294342041016	3651.0	427.29998779296875	65.49019622802734	100.0732421875	20.39215660095215	52.54901885986328	
    2021-05-29 15:11:53.862	85.0	30.0	1908.0	33.0	37.0	79.21568298339844	3651.0	435.5	24.3137264251709	98.3489990234375	10.588234901428223	52.54901885986328	
    2021-05-29 15:11:55.199	85.0	25.0	1848.75	32.0	37.0	73.33333587646484	3651.0	439.0	13.72549057006836	99.2034912109375	7.843137264251709	52.54901885986328	
    2021-05-29 15:11:56.362	85.0	27.0	1796.25	31.0	37.0	79.21568298339844	3651.0	440.20001220703125	13.72549057006836	89.9993896484375	7.843137264251709	52.54901885986328	
    2021-05-29 15:11:57.461	86.0	26.0	1729.0	30.0	37.0	80.0	3651.0	439.5	13.72549057006836	89.9993896484375	6.666666507720947	52.54901885986328	
    2021-05-29 15:11:58.748	86.0	28.0	1574.75	27.0	37.0	79.21568298339844	3651.0	438.0	13.333333015441895	89.9993896484375	5.490196228027344	52.54901885986328	
    2021-05-29 15:12:00.096	86.0	28.0	1220.0	20.0	37.0	73.33333587646484	3651.0	436.3999938964844	14.509803771972656	89.9993896484375	5.490196228027344	52.54901885986328	
    2021-05-29 15:12:01.259	86.0	30.0	1244.5	21.0	37.0	67.8431396484375	3651.0	435.0	15.29411792755127	89.9993896484375	6.274509906768799	52.54901885986328	
    2021-05-29 15:12:02.416	86.0	32.0	1142.0	18.0	37.0	76.47058868408203	3651.0	433.3999938964844	16.47058868408203	89.9993896484375	6.274509906768799	52.54901885986328	
    2021-05-29 15:12:03.526	86.0	38.0	1014.25	10.0	38.0	85.09803771972656	3651.0	431.8999938964844	18.823530197143555	89.9993896484375	6.274509906768799	52.54901885986328	
    2021-05-29 15:12:04.806	86.0	38.0	932.0	5.0	38.0	67.45098114013672	3651.0	430.1000061035156	21.176469802856445	89.9993896484375	6.666666507720947	52.54901885986328	
    2021-05-29 15:12:06.137	86.0	39.0	920.25	0.0	38.0	76.47058868408203	3651.0	428.1000061035156	26.66666603088379	89.9993896484375	9.019607543945312	52.54901885986328	
