"Time [s]"	"Engine RPM"	"Vehicle Speed"	"Timing Advance (Cyl. #1)"	"Absolute Throttle Position"	"Time Since Engine Start"	"Commanded Equivalence Ratio"	
    2021-05-28 18:26:52.233	1843.0	32.0	12.0	74.90196228027344	0.06555555760860443	101.5625	
    2021-05-28 18:26:52.773	1832.5	32.0	13.0	74.90196228027344	0.06583333015441895	102.1240234375	
    2021-05-28 18:26:53.313	1835.75	32.0	13.0	47.45098114013672	0.06583333015441895	104.6142578125	
    2021-05-28 18:26:53.854	1854.25	32.0	15.0	44.70588302612305	0.06611111015081406	98.486328125	
    2021-05-28 18:26:54.393	1839.75	32.0	2.5	25.882352828979492	0.06611111015081406	103.7384033203125	
    2021-05-28 18:26:54.932	1808.0	31.0	0.5	21.960784912109375	0.06638889014720917	101.1322021484375	
    2021-05-28 18:26:55.473	1770.25	29.0	-1.5	18.431371688842773	0.06638889014720917	100.0	
    2021-05-28 18:26:56.012	1626.0	25.0	-3.5	16.86274528503418	0.06666667014360428	100.0	
    2021-05-28 18:26:56.552	1383.25	21.0	5.0	15.686274528503418	0.06666667014360428	100.45166015625	
    2021-05-28 18:26:57.092	1243.5	17.0	8.0	15.686274528503418	0.06694444268941879	100.9674072265625	
    2021-05-28 18:26:57.632	1132.75	14.0	0.5	23.921567916870117	0.06694444268941879	101.751708984375	
    2021-05-28 18:26:58.178	1440.0	13.0	14.0	26.66666603088379	0.0672222226858139	104.1351318359375	
    2021-05-28 18:26:58.893	1243.25	14.0	13.0	34.509803771972656	0.06750000268220901	105.059814453125	
    2021-05-28 18:26:59.672	1364.75	15.0	10.0	36.86274337768555	0.06750000268220901	99.8504638671875	
    2021-05-28 18:27:00.213	1499.75	16.0	12.0	32.54901885986328	0.06777777522802353	96.5911865234375	
    2021-05-28 18:27:00.752	1608.5	18.0	13.0	36.86274337768555	0.06805555522441864	97.49755859375	
    2021-05-28 18:27:01.292	1731.25	19.0	8.0	41.17647171020508	0.06805555522441864	101.4739990234375	
    2021-05-28 18:27:01.832	1833.0	20.0	14.5	42.74509811401367	0.06833333522081375	96.15478515625	
    2021-05-28 18:27:02.372	1935.0	21.0	14.5	44.70588302612305	0.06833333522081375	98.126220703125	
    2021-05-28 18:27:02.913	2049.25	23.0	14.0	46.27450942993164	0.06861110776662827	96.58203125	
