"Time [s]"	"Coolant Temperature"	"Intake Manifold Pressure"	"Engine RPM"	"Vehicle Speed"	"Distance since MIL activated"	"Fuel Level Input"	"Distance since ECU reset"	"CAT Temperature B1S1"	"Absolute Engine Load"	"Commanded Equivalence Ratio"	"Ethanol fuel %"	
    2021-06-03 11:34:43.815	87.0	56.0	950.0	0.0	0.0	27.45098114013672	4252.0	500.20001220703125	32.94117736816406	100.7293701171875	42.35293960571289	
    2021-06-03 11:34:47.150	87.0	79.0	941.0	0.0	0.0	27.45098114013672	4252.0	497.79998779296875	45.490196228027344	96.875	42.35293960571289	
    2021-06-03 11:34:50.571	87.0	37.0	1210.5	7.0	0.0	22.352941513061523	4252.0	499.29998779296875	52.54901885986328	96.356201171875	42.35293960571289	
    2021-06-03 11:34:53.956	88.0	83.0	2005.75	19.0	0.0	27.843137741088867	4252.0	505.6000061035156	67.05882263183594	96.624755859375	42.35293960571289	
    2021-06-03 11:34:57.440	88.0	60.0	2739.5	31.0	0.0	27.843137741088867	4252.0	532.7000122070312	34.509803771972656	89.9993896484375	42.35293960571289	
    2021-06-03 11:35:00.794	89.0	28.0	2002.5	34.0	0.0	25.490196228027344	4252.0	536.0	26.27450942993164	100.4486083984375	42.35293960571289	
    2021-06-03 11:35:04.155	90.0	39.0	2042.25	35.0	0.0	19.215686798095703	4252.0	536.7000122070312	13.333333015441895	106.9183349609375	42.35293960571289	
    2021-06-03 11:35:07.546	90.0	44.0	1467.75	27.0	0.0	14.509803771972656	4252.0	534.7000122070312	33.33333206176758	103.61328125	42.35293960571289	
    2021-06-03 11:35:10.907	89.0	62.0	1020.0	0.0	0.0	27.843137741088867	4252.0	531.5	26.27450942993164	104.925537109375	42.35293960571289	
    2021-06-03 11:35:14.295	89.0	52.0	981.5	0.0	0.0	25.098039627075195	4252.0	527.9000244140625	36.47058868408203	102.9510498046875	42.35293960571289	
    2021-06-03 11:35:17.686	88.0	51.0	1062.75	0.0	0.0	27.843137741088867	4252.0	524.4000244140625	30.980392456054688	97.979736328125	42.35293960571289	
    2021-06-03 11:35:21.109	87.0	55.0	1081.75	0.0	0.0	27.843137741088867	4252.0	521.0	32.156864166259766	98.6297607421875	42.35293960571289	
    2021-06-03 11:35:24.495	87.0	38.0	1091.75	0.0	0.0	27.843137741088867	4252.0	517.5	22.352941513061523	100.9918212890625	42.35293960571289	
    2021-06-03 11:35:27.829	86.0	55.0	1055.5	0.0	0.0	27.843137741088867	4252.0	513.2999877929688	32.156864166259766	100.2716064453125	42.35293960571289	
    2021-06-03 11:35:31.186	86.0	52.0	1079.5	0.0	0.0	27.843137741088867	4252.0	510.6000061035156	31.764705657958984	95.7427978515625	42.35293960571289	
    2021-06-03 11:35:34.547	86.0	48.0	1073.75	0.0	0.0	27.058822631835938	4252.0	508.0	30.980392456054688	99.3194580078125	42.35293960571289	
    2021-06-03 11:35:37.996	87.0	60.0	1025.5	0.0	0.0	27.843137741088867	4252.0	505.0	25.882352828979492	101.7333984375	42.35293960571289	
    2021-06-03 11:35:41.426	87.0	53.0	1083.75	0.0	0.0	27.843137741088867	4252.0	502.79998779296875	33.72549057006836	97.906494140625	42.35293960571289	
    2021-06-03 11:35:44.867	87.0	52.0	1078.25	0.0	0.0	27.45098114013672	4252.0	500.6000061035156	30.980392456054688	99.4720458984375	42.35293960571289	
    2021-06-03 11:35:48.348	87.0	46.0	1067.5	0.0	0.0	27.058822631835938	4252.0	498.29998779296875	23.921567916870117	101.7120361328125	42.35293960571289	
    2021-06-03 11:35:52.668	88.0	60.0	1080.0	0.0	0.0	27.843137741088867	4252.0	496.0	35.29411697387695	97.0611572265625	42.35293960571289	
    2021-06-03 11:35:56.093	88.0	76.0	1985.75	13.0	0.0	25.490196228027344	4252.0	496.79998779296875	36.07843017578125	100.0	42.35293960571289	
    2021-06-03 11:35:59.507	88.0	26.0	2108.5	23.0	0.0	25.490196228027344	4252.0	503.8999938964844	21.568628311157227	103.2135009765625	42.35293960571289	
    2021-06-03 11:36:02.868	89.0	28.0	2858.5	31.0	0.0	24.705883026123047	4252.0	504.6000061035156	12.941176414489746	89.9993896484375	42.35293960571289	
    2021-06-03 11:36:06.258	89.0	49.0	1684.75	18.0	0.0	18.823530197143555	4252.0	495.29998779296875	29.41176414489746	89.9993896484375	42.35293960571289	
    2021-06-03 11:36:09.615	89.0	38.0	1145.75	1.0	0.0	23.13725471496582	4252.0	488.70001220703125	23.13725471496582	94.5587158203125	42.35293960571289	
    2021-06-03 11:36:13.037	88.0	42.0	1067.75	0.0	0.0	25.490196228027344	4252.0	484.8999938964844	21.568628311157227	100.1983642578125	42.35293960571289	
    2021-06-03 11:36:16.397	88.0	52.0	1070.5	0.0	0.0	27.843137741088867	4252.0	481.6000061035156	34.117645263671875	99.322509765625	42.35293960571289	
    2021-06-03 11:36:19.758	88.0	53.0	1080.25	0.0	0.0	25.882352828979492	4252.0	479.79998779296875	30.58823585510254	94.5465087890625	42.35293960571289	
    2021-06-03 11:36:23.149	87.0	37.0	1085.75	0.0	0.0	27.058822631835938	4252.0	478.70001220703125	28.627450942993164	92.376708984375	42.35293960571289	
    2021-06-03 11:36:26.507	87.0	62.0	1528.0	9.0	0.0	17.254901885986328	4252.0	478.79998779296875	31.372549057006836	96.856689453125	42.35293960571289	
    2021-06-03 11:36:29.866	87.0	54.0	2439.25	15.0	0.0	22.745098114013672	4252.0	479.20001220703125	30.980392456054688	92.987060546875	42.35293960571289	
    2021-06-03 11:36:33.195	87.0	32.0	2025.75	23.0	0.0	27.843137741088867	4252.0	481.8999938964844	27.843137741088867	102.1392822265625	42.35293960571289	
    2021-06-03 11:36:36.679	88.0	32.0	1545.75	26.0	0.0	21.176469802856445	4252.0	483.1000061035156	21.176469802856445	107.1136474609375	42.35293960571289	
    2021-06-03 11:36:40.064	88.0	40.0	1520.75	26.0	0.0	22.745098114013672	4252.0	482.29998779296875	20.784313201904297	106.866455078125	42.35293960571289	
    2021-06-03 11:36:43.487	88.0	44.0	1316.25	23.0	0.0	25.490196228027344	4252.0	480.70001220703125	21.960784912109375	104.205322265625	42.35293960571289	
    2021-06-03 11:36:46.846	88.0	93.0	1061.0	12.0	0.0	19.215686798095703	4252.0	478.29998779296875	25.490196228027344	100.042724609375	42.35293960571289	
    2021-06-03 11:36:50.204	88.0	33.0	1360.5	14.0	0.0	16.86274528503418	4252.0	482.29998779296875	34.90196228027344	94.2840576171875	42.35293960571289	
    2021-06-03 11:36:53.595	88.0	29.0	2363.0	26.0	0.0	25.098039627075195	4252.0	488.3999938964844	15.686274528503418	100.0	42.35293960571289	
    2021-06-03 11:36:56.967	88.0	33.0	1359.0	29.0	0.0	20.784313201904297	4253.0	489.20001220703125	22.352941513061523	103.6468505859375	42.35293960571289	
    2021-06-03 11:37:00.345	88.0	83.0	1777.25	20.0	0.0	9.411765098571777	4253.0	485.5	36.07843017578125	89.9993896484375	42.35293960571289	
    2021-06-03 11:37:03.738	88.0	93.0	2327.5	26.0	0.0	27.843137741088867	4253.0	505.3999938964844	21.176469802856445	89.9993896484375	42.35293960571289	
    2021-06-03 11:37:07.124	88.0	53.0	1855.5	32.0	0.0	25.490196228027344	4253.0	518.2999877929688	65.88235473632812	98.3367919921875	42.35293960571289	
    2021-06-03 11:37:10.519	89.0	24.0	2391.0	41.0	0.0	27.843137741088867	4253.0	531.5999755859375	18.039215087890625	106.597900390625	42.35293960571289	
    2021-06-03 11:37:13.909	89.0	57.0	2456.75	42.0	0.0	29.80392074584961	4253.0	532.9000244140625	15.686274528503418	104.998779296875	42.35293960571289	
    2021-06-03 11:37:17.269	89.0	81.0	1758.5	43.0	0.0	29.80392074584961	4253.0	532.7999877929688	34.117645263671875	97.186279296875	42.35293960571289	
    2021-06-03 11:37:20.744	89.0	46.0	1906.5	46.0	0.0	20.784313201904297	4253.0	535.2000122070312	38.82352828979492	100.42724609375	42.35293960571289	
    2021-06-03 11:37:24.169	89.0	31.0	2114.0	51.0	0.0	27.45098114013672	4253.0	536.9000244140625	14.901960372924805	102.5146484375	42.35293960571289	
    2021-06-03 11:37:27.530	88.0	23.0	2151.0	52.0	0.0	25.098039627075195	4253.0	535.7999877929688	19.215686798095703	100.775146484375	42.35293960571289	
    2021-06-03 11:37:30.855	88.0	25.0	2128.25	51.0	0.0	25.490196228027344	4253.0	533.0999755859375	13.333333015441895	104.998779296875	42.35293960571289	
    2021-06-03 11:37:34.251	88.0	33.0	1948.25	46.0	0.0	25.098039627075195	4253.0	524.0999755859375	18.823530197143555	89.9993896484375	42.35293960571289	
    2021-06-03 11:37:37.760	87.0	56.0	1181.75	32.0	0.0	23.13725471496582	4253.0	516.2999877929688	32.54901885986328	102.7008056640625	42.35293960571289	
    2021-06-03 11:37:41.144	87.0	52.0	945.75	10.0	0.0	25.490196228027344	4253.0	513.0999755859375	30.19607925415039	102.9693603515625	42.35293960571289	
    2021-06-03 11:37:44.559	87.0	44.0	948.0	0.0	0.0	18.823530197143555	4253.0	509.5	32.156864166259766	102.2613525390625	42.35293960571289	
    2021-06-03 11:37:47.899	87.0	48.0	934.25	0.0	0.0	29.80392074584961	4253.0	505.5	27.843137741088867	104.60205078125	42.35293960571289	
    2021-06-03 11:37:51.347	87.0	59.0	956.0	0.0	0.0	27.45098114013672	4253.0	502.1000061035156	39.60784149169922	103.350830078125	42.35293960571289	
    2021-06-03 11:37:54.736	87.0	53.0	962.0	0.0	0.0	27.058822631835938	4253.0	499.5	30.58823585510254	99.9298095703125	42.35293960571289	
    2021-06-03 11:37:58.128	87.0	44.0	1085.25	0.0	0.0	25.490196228027344	4253.0	496.8999938964844	23.921567916870117	99.3927001953125	42.35293960571289	
    2021-06-03 11:38:01.517	87.0	61.0	1080.0	0.0	0.0	27.45098114013672	4253.0	493.8999938964844	26.27450942993164	99.6978759765625	42.35293960571289	
    2021-06-03 11:38:04.907	87.0	52.0	1088.0	0.0	0.0	27.843137741088867	4253.0	492.1000061035156	31.372549057006836	95.8892822265625	42.35293960571289	
    2021-06-03 11:38:08.387	87.0	43.0	1078.75	0.0	0.0	27.843137741088867	4253.0	490.29998779296875	30.19607925415039	97.7508544921875	42.35293960571289	
    2021-06-03 11:38:11.895	87.0	61.0	1068.5	0.0	0.0	27.45098114013672	4253.0	487.79998779296875	24.705883026123047	102.9083251953125	42.35293960571289	
    2021-06-03 11:38:15.263	87.0	53.0	1078.25	0.0	0.0	27.843137741088867	4253.0	486.1000061035156	33.72549057006836	98.01025390625	42.35293960571289	
    2021-06-03 11:38:18.617	87.0	52.0	1072.0	0.0	0.0	27.843137741088867	4253.0	484.70001220703125	30.58823585510254	99.4415283203125	42.35293960571289	
    2021-06-03 11:38:22.092	87.0	44.0	1068.75	0.0	0.0	27.45098114013672	4253.0	483.1000061035156	22.352941513061523	99.7802734375	42.35293960571289	
    2021-06-03 11:38:25.512	87.0	52.0	1084.25	0.0	0.0	27.843137741088867	4253.0	481.29998779296875	36.47058868408203	100.335693359375	42.35293960571289	
    2021-06-03 11:38:28.963	87.0	52.0	1074.25	0.0	0.0	27.45098114013672	4253.0	480.3999938964844	30.980392456054688	97.314453125	42.35293960571289	
    2021-06-03 11:38:33.077	87.0	88.0	1091.0	0.0	0.0	27.45098114013672	4253.0	480.29998779296875	46.27450942993164	93.0419921875	42.35293960571289	
    2021-06-03 11:38:36.559	87.0	93.0	2556.0	16.0	0.0	20.784313201904297	4253.0	490.79998779296875	56.47058868408203	100.1739501953125	42.35293960571289	
    2021-06-03 11:38:39.975	88.0	47.0	1991.25	22.0	0.0	20.784313201904297	4253.0	530.5	75.29412078857422	100.4913330078125	42.35293960571289	
    2021-06-03 11:38:43.332	89.0	65.0	2449.0	27.0	0.0	23.13725471496582	4253.0	553.7999877929688	66.66666412353516	104.4525146484375	42.35293960571289	
